,0,1,2,3,4,5,6
28329,0.70251709700780518,0.90614008924508282,0.78957979159901059,0.81210270548328023,0.97151213888878585,0.98201403784995955,0.87882884768101055
28331,0.76488947864594015,0.87733179427278174,0.75613563943831852,0.76425558888925815,0.97223627713789862,0.98047716821504916,0.84916439225616924
28332,0.80400739845199731,0.80719195608800254,0.74875233150173925,0.74699436316201484,0.97600192189788171,0.97993723660803123,0.85648245168195603
28338,0.65517620648815811,0.93048748503697498,0.77003381564283058,0.77993884607690922,0.97131290423981487,0.97891707388321059,0.86828041899645336
28341,0.75953422061382458,0.91675451043199385,0.72900226544675339,0.75937754388572321,0.97504604814782381,0.97901882952870445,0.83077666187109434
28344,0.93483757994143157,0.83430349116879532,0.7473184521038948,0.73140713347412634,0.96537062828139386,0.97272666981838674,0.82559579981588604
28346,0.82676750766004425,0.88436132899275854,0.71168399163731144,0.73807434193224808,0.969105540912649,0.97752913370843253,0.82229006202411525
28347,0.94250785848117502,0.86086877841087017,0.76801853238881657,0.72058030147058916,0.96763353236368255,0.98459021707572525,0.81318926015950777
28353,0.65764762007355992,0.90142995644880808,0.76142749419060962,0.74014742770963826,0.97816530985980521,0.9878669149443684,0.92939136055154581
28354,0.68836011067759295,0.87203457922548633,0.79539001458820635,0.7907906879253459,0.97648164897475842,0.97969533827630695,0.85984867126454834
28358,0.9238580104323596,0.84980459999507507,0.72051336804579291,0.72391429229841342,0.97050702806632339,0.97606440292033547,0.83909168859932026
28370,0.79599112292980023,0.8928813949262171,0.69224834992838014,0.73890767002605973,0.97149718874420787,0.98002500117785774,0.83856606068690209
28371,0.97964789324089141,0.90566809641383605,0.70181225492338806,0.72260461946101662,0.96590541158474741,0.98817455043058622,0.89575732321176682
28372,0.88868347780849744,0.81151659481480087,0.76873951639663274,0.72109576431458011,0.96270761038708741,0.97204928735943907,0.80294756715210402
28375,0.84192087884464128,0.85263425893847389,0.68219872884999555,0.75611686189109162,0.96813496743606486,0.97975541195329852,0.84787363561294304
28380,0.89801944449435778,0.80537059539639189,0.79062269774671168,0.65636483190181849,0.96915457890102785,0.99158442194350604,0.93141194386544957
28385,0.92505599833079588,0.8915582652924291,0.72745405135337982,0.70777941502379882,0.96736921568533174,0.9742287471163027,0.88037506387372211
28386,0.89066558420994402,0.91199305936556363,0.70477306551912744,0.756002187808681,0.96945428360947894,0.982265575539781,0.78889307070996528
28387,0.90700785758173197,0.90658513560633769,0.70655315261782992,0.72347708901267227,0.97419722907975848,0.97694073931452396,0.80313592226377095
28390,0.94694085332679467,0.90590642482101724,0.66883399476368,0.72382287127729972,0.96585764892291526,0.98728555569350651,0.81589314610245123
28393,0.84201740171152195,0.90885821451845383,0.80382071414232703,0.78193712458832654,0.966780759653322,0.97572417308248416,0.80509975731519035
28394,0.99028032438869573,0.91897093614245984,0.66631480867210058,0.71231444462645266,0.96275092321474742,0.97735155603115265,0.82765751673085419
28395,0.91960256942622731,0.89670392895116025,0.76329303802307547,0.645268346039233,0.95845655880556802,0.98087588545976745,0.82302900144315139
28398,0.77313006168087361,0.83855220802635833,0.7714999527986417,0.71793425582072523,0.96328665052513174,0.98760691772470843,0.88237341725867813
28405,0.88572917279680385,0.8156998076486921,0.75641903887823947,0.66750433269833376,0.9600310645048028,0.98408985563402862,0.85749406382307647
28408,0.96104086342395278,0.92764206747750699,0.70391612735046527,0.72015743579067959,0.96669045932073061,0.97239360837781441,0.77457584715718042
28409,0.88432038819051628,0.84768557753008744,0.7681776683078142,0.69289811237889876,0.96189526266928826,0.98025638699657469,0.84921958742083414
28413,0.8889143275791016,0.8533184069625519,0.78538064470381064,0.70067698335539319,0.97051089614062214,0.97667570354206568,0.82317360690754704
28414,0.9547984442676718,0.83177123206027104,0.70740668391553618,0.70147173919641015,0.97447207217681564,0.99253308894822789,0.88087736418581308
28417,0.75861812650683613,0.90468991318635894,0.71925977222145465,0.75475009914339819,0.96763494735846012,0.97792542316698094,0.85067247430705661
28419,0.88192062417580175,0.83024203583998202,0.78633253239350887,0.70982431595157958,0.96750116331674962,0.97555426305616944,0.78036714370841831
28425,0.97900984913085221,0.91238440847301772,0.64880853827057061,0.68327013285390215,0.96302192822138954,0.98021322267336197,0.84539173771284903
28428,0.98190013346070026,0.90076738342778739,0.7399229060115966,0.74308939995095835,0.97165785143871131,0.97367192876605324,0.77352112254237948
28435,0.9972958189576393,0.9216310070276772,0.75024726523658614,0.70457283981897345,0.96055580078636615,0.97728419303777636,0.84157421025231938
28441,0.76133676710247633,0.88175380598687592,0.73683686302322826,0.71576426877705246,0.97025281093018589,0.99439073528262389,0.98461883289313135
28443,0.87797243292160365,0.9005476813650295,0.73620457127454775,0.75083666160606599,0.9660170737699858,0.97672814108705841,0.80429633689455904
28446,0.76264783284659099,0.92964468023996105,0.74872206256999085,0.68140822752332753,0.96771915400690767,0.98616935574627007,0.90470269366603662
28457,0.83283909127135403,0.84255240567734024,0.73745487296395129,0.71647694322983768,0.96881253394989397,0.98192947709333833,0.8650999949243896
28462,0.99357601926248418,0.92492330299634773,0.70270782859495273,0.66865600168053918,0.96449263494715209,0.97768581382950392,0.77351448245514043
28465,0.70460615126573434,0.93208774533797267,0.70435277482628544,0.71334253688767002,0.96737367384783868,0.98656594717016211,0.92435891367827483
28468,0.84555690959131302,0.85446289152047283,0.69460652267227307,0.70245361024767339,0.96763887024690254,0.98863176975426692,0.94238328307749142
28469,0.95933374585792464,0.9111480731708762,0.70722171150313518,0.67713407426196603,0.96541471377202037,0.98270870324564219,0.82104672460321437
28472,0.99207648127627235,0.90895473954808104,0.73193272224874473,0.71176424394798143,0.96448501906505801,0.97691113512681027,0.79621335857336217
28473,0.77797995811821674,0.89563572869318608,0.77494248119698972,0.77431936896482034,0.97117468238259486,0.97726160914179039,0.84761444188834245
28476,0.95683205991673292,0.83582549798210404,0.69807270575733882,0.73547653039201344,0.96773473451869185,0.97514887214791035,0.84037181448910248
28477,0.93669501023071278,0.87802132406529743,0.70325692466047673,0.72084411031018647,0.96787218642264439,0.97465614915156462,0.83071115635620874
28478,0.88781910407830067,0.8603083339911014,0.72723976962883885,0.67663150723060239,0.96375850078724457,0.98202562110618596,0.85729118632285473
28479,0.98064773866727739,0.89714494516007992,0.70366069799371556,0.69557445178858535,0.9689414371755849,0.97921224333529522,0.81758254127049079
28480,0.75612797586438552,0.87485100618552591,0.73806029698050268,0.77773055720643103,0.97416223143761183,0.98804922965909325,0.80987918911949497
28484,0.87738953643123052,0.84127620722295882,0.75559742754878001,0.66829418852330114,0.95540699297794163,0.97959812207172892,0.87867738650055638
28485,0.96949638228684631,0.93376253855962532,0.78009019125232082,0.71138029561452942,0.96294199429341776,0.97030826889981092,0.77062179168665734
28493,0.96837493432801391,0.8733881645069822,0.71156799009875482,0.71206734959060425,0.96682663514670208,0.97376045784716003,0.86580872098087769
28498,0.87888106059937654,0.85927620635102697,0.74246802191619432,0.71106838392839578,0.97135149185811887,0.98462717290460156,0.84127712800938759
28499,0.92758916912729894,0.90597823250810161,0.75891490561092967,0.72323521197756846,0.97001450286817303,0.97216728132295516,0.78329853371357727
28501,0.84792737576708754,0.86098439594060805,0.76205545293433019,0.74263441666078855,0.9732139314558792,0.97754230002821474,0.78215513022853922
28512,0.94024349134671603,0.88425371890506599,0.73437288142859969,0.72947641911123573,0.97161938305593054,0.98626911169121823,0.84625354848148837
28513,0.89762212291767107,0.89847756483877406,0.69243840600559881,0.73603765491888784,0.96560896197514723,0.97498255507783849,0.78501883761449209
28514,0.95148851100300635,0.90582639552098831,0.71572835449375583,0.73005773923714146,0.97261138741987796,0.97701339992755698,0.76713730983399619
28517,0.9539060041885562,0.9056043798303669,0.68367455670358335,0.69404945475424529,0.96605727077580628,0.98389744566507575,0.82705819405970793
28520,0.8650033301465202,0.85949581393363439,0.72737844965201381,0.73271120379304,0.97309015626265283,0.9835896907954248,0.79278240176067771
28522,0.74678569665771732,0.92564036037093911,0.76355805215958794,0.76769523510207616,0.97208991631090491,0.97574848115020307,0.83395031322432178
28525,0.96110111453550195,0.88195529411128037,0.73379837703715922,0.71984896001039045,0.96357452289275947,0.9741413693173977,0.82234915618379145
